Gene	PFAM.domains
HEP_00421250	Pfam:PF00076.22(RRM_1)
HEP_00353300	Pfam:PF13086.6(AAA_11),Pfam:PF13087.6(AAA_12),Pfam:PF13245.6(AAA_19),Pfam:PF13401.6(AAA_22),Pfam:PF05127.14(Helicase_RecD),Pfam:PF01443.18(Viral_helicase1)
HEP_00208800	NA
HEP_00406000	NA
HEP_00172400	Pfam:PF04006.12(Mpp10)
HEP_00385800	Pfam:PF01863.17(DUF45),Pfam:PF08325.10(WLM)
HEP_00123800	NA
HEP_00303500	Pfam:PF04825.13(Rad21_Rec8_N)
HEP_00523300	NA
HEP_00115200	Pfam:PF00752.17(XPG_N)
HEP_00105700	NA
HEP_00311900	Pfam:PF00004.29(AAA)
HEP_00194000	Pfam:PF06221.13(zf-C2HC5)
HEP_00290000	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00252500	Pfam:PF05179.14(CDC73_C)
HEP_00043400	NA
HEP_00493800	NA
HEP_00273000	NA
HEP_00413300	Pfam:PF00839.17(Cys_rich_FGFR)
HEP_00268900	NA
HEP_00178100	NA
HEP_00189900	Pfam:PF04857.20(CAF1)
HEP_00120000	NA
HEP_00261200	NA
HEP_00322000	NA
HEP_00408000	NA
HEP_00401000	NA
HEP_00285400	NA
HEP_00075700	NA
HEP_00108000	NA
HEP_00106300	NA
HEP_00425400	Pfam:PF01569.21(PAP2),Pfam:PF14360.6(PAP2_C)
HEP_00515500	NA
HEP_00277200	Pfam:PF05764.13(YL1),Pfam:PF08265.11(YL1_C)
HEP_00136300	Pfam:PF12314.8(IMCp)
HEP_00182500	Pfam:PF00022.19(Actin)
HEP_00003800	NA
HEP_00071900	Pfam:PF05285.12(SDA1)
HEP_00282600	Pfam:PF00082.22(Peptidase_S8)
HEP_00427400	NA
HEP_00026400	NA
HEP_00040200	NA
HEP_00057100	Pfam:PF08373.10(RAP)
HEP_00486400	Pfam:PF06487.12(SAP18)
HEP_00535100	NA
HEP_00033800	NA
HEP_00391600	Pfam:PF01171.20(ATP_bind_3)
HEP_00362000	NA
HEP_00087500	NA
HEP_00079600	NA
HEP_00335400	NA
HEP_00053400	Pfam:PF12895.7(ANAPC3),Pfam:PF00515.28(TPR_1),Pfam:PF07719.17(TPR_2),Pfam:PF13181.6(TPR_8)
HEP_00116000	Pfam:PF06220.12(zf-U1)
HEP_00407200	Pfam:PF07985.12(SRR1)
HEP_00449100	Pfam:PF01593.24(Amino_oxidase),Pfam:PF01266.24(DAO),Pfam:PF13450.6(NAD_binding_8)
HEP_00050200	NA
HEP_00030800	Pfam:PF12678.7(zf-rbx1),Pfam:PF17123.5(zf-RING_11),Pfam:PF13639.6(zf-RING_2),Pfam:PF13445.6(zf-RING_UBOX)
HEP_00526800	NA
HEP_00289000	NA
HEP_00106900	Pfam:PF01151.18(ELO)
HEP_00250000	NA
HEP_00313300	Pfam:PF00076.22(RRM_1),Pfam:PF16367.5(RRM_7),Pfam:PF00397.26(WW)
HEP_00428400	NA
HEP_00402200	Pfam:PF00076.22(RRM_1),Pfam:PF16131.5(Torus)
HEP_00374300	Pfam:PF12799.7(LRR_4)
HEP_00024600	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00259900	NA
HEP_00215700	NA
HEP_00235300	NA
HEP_00321300	Pfam:PF15863.5(EELM2)
HEP_00055300	Pfam:PF02535.22(Zip)
HEP_00284400	NA
HEP_00383700	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00316000	NA
HEP_00483800	Pfam:PF00400.32(WD40)
HEP_00002700	NA
HEP_00249800	NA
HEP_00395500	Pfam:PF13671.6(AAA_33)
HEP_00029000	NA
HEP_00125000	NA
HEP_00121600	NA
HEP_00512100	NA
HEP_00277100	NA
HEP_00192300	Pfam:PF00847.20(AP2)
HEP_00128100	Pfam:PF05403.11(Plasmodium_HRP)
HEP_00177500	NA
HEP_00154300	NA
HEP_00274800	NA
HEP_00037800	Pfam:PF01391.18(Collagen)
HEP_00045300	Pfam:PF07699.13(Ephrin_rec_like)
HEP_00272800	Pfam:PF08367.11(M16C_assoc),Pfam:PF00675.20(Peptidase_M16),Pfam:PF05193.21(Peptidase_M16_C)
HEP_00164700	NA
HEP_00387100	Pfam:PF01585.23(G-patch)
HEP_00440900	Pfam:PF01391.18(Collagen),Pfam:PF05026.13(DCP2),Pfam:PF00293.28(NUDIX)
HEP_00278100	NA
HEP_00031500	NA
HEP_00125500	Pfam:PF07714.17(Pkinase_Tyr)
HEP_00312300	Pfam:PF02265.16(S1-P1_nuclease)
HEP_00254000	Pfam:PF08524.11(rRNA_processing)
HEP_00417100	Pfam:PF09409.10(PUB)
HEP_00040800	NA
HEP_00061300	NA
HEP_00120800	NA
HEP_00018800	NA
HEP_00432900	Pfam:PF06658.12(DUF1168)
HEP_00231700	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00050100	NA
HEP_00326800	NA
HEP_00231300	NA
HEP_00153600	NA
HEP_00099000	Pfam:PF01388.21(ARID)
HEP_00298200	Pfam:PF10199.9(Adaptin_binding)
HEP_00085400	NA
HEP_00124100	NA
HEP_00150400	Pfam:PF01214.18(CK_II_beta)
HEP_00161400	NA
HEP_00365600	NA
HEP_00398400	NA
HEP_00333600	Pfam:PF05057.14(DUF676)
HEP_00063200	NA
HEP_00135900	Pfam:PF01412.18(ArfGap)
HEP_00480700	NA
HEP_00480800	NA
HEP_00414100	Pfam:PF00641.18(zf-RanBP)
HEP_00210700	Pfam:PF13920.6(zf-C3HC4_3)
HEP_00224000	Pfam:PF08661.11(Rep_fac-A_3)
HEP_00069200	NA
HEP_00256800	Pfam:PF03810.19(IBN_N)
HEP_00050300	NA
HEP_00345300	NA
HEP_00243600	Pfam:PF00583.25(Acetyltransf_1),Pfam:PF13673.7(Acetyltransf_10),Pfam:PF13508.7(Acetyltransf_7),Pfam:PF00439.25(Bromodomain)
HEP_00199800	NA
HEP_00508500	Pfam:PF04438.16(zf-HIT)
HEP_00314900	NA
HEP_00126500	NA
HEP_00190500	NA
HEP_00300900	NA
HEP_00118500	NA
HEP_00463000	Pfam:PF00122.20(E1-E2_ATPase)
HEP_00271000	Pfam:PF00581.20(Rhodanese)
HEP_00252700	NA
HEP_00046400	NA
HEP_00323200	NA
HEP_00186100	NA
HEP_00412000	NA
HEP_00241700	Pfam:PF01846.19(FF)
HEP_00012900	Pfam:PF01248.26(Ribosomal_L7Ae)
HEP_00333800	NA
HEP_00377500	NA
HEP_00287600	NA
HEP_00188000	Pfam:PF03031.18(NIF)
HEP_00071200	NA
HEP_00305700	Pfam:PF02146.17(SIR2)
HEP_00033700	Pfam:PF07522.14(DRMBL)
HEP_00441400	NA
HEP_00202000	Pfam:PF00481.21(PP2C)
HEP_00277300	Pfam:PF06916.13(DUF1279)
HEP_00455000	NA
HEP_00089000	NA
HEP_00026100	NA
HEP_00281800	NA
HEP_00305300	Pfam:PF08373.10(RAP)
HEP_00120200	Pfam:PF00622.28(SPRY)
HEP_00272400	Pfam:PF01593.24(Amino_oxidase),Pfam:PF01266.24(DAO),Pfam:PF00890.24(FAD_binding_2),Pfam:PF03486.14(HI0933_like),Pfam:PF13450.6(NAD_binding_8),Pfam:PF07992.14(Pyr_redox_2),Pfam:PF01946.17(Thi4)
HEP_00327000	Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6)
HEP_00237100	Pfam:PF07576.12(BRAP2),Pfam:PF02148.19(zf-UBP)
HEP_00328200	Pfam:PF11857.8(DUF3377),Pfam:PF00090.19(TSP_1)
HEP_00522200	NA
HEP_00390200	Pfam:PF00378.20(ECH_1),Pfam:PF16113.5(ECH_2)
HEP_00454000	NA
HEP_00006200	Pfam:PF09445.10(Methyltransf_15)
HEP_00506550	NA
HEP_00019100	NA
HEP_00018400	Pfam:PF00675.20(Peptidase_M16),Pfam:PF05193.21(Peptidase_M16_C)
HEP_00105600	Pfam:PF02150.16(RNA_POL_M_15KD)
HEP_00374600	NA
HEP_00394500	NA
HEP_00437400	Pfam:PF07422.13(s48_45)
HEP_00153100	Pfam:PF12314.8(IMCp)
HEP_00148800	Pfam:PF03493.18(BK_channel_a),Pfam:PF07885.16(Ion_trans_2)
HEP_00415200	NA
HEP_00148100	Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6)
HEP_00340700	NA
HEP_00028700	Pfam:PF00173.28(Cyt-b5)
HEP_00277800	Pfam:PF00244.20(14-3-3)
HEP_00356400	Pfam:PF02493.20(MORN)
HEP_00265400	NA
HEP_00404800	Pfam:PF02450.15(LCAT)
HEP_00159500	Pfam:PF00750.19(tRNA-synt_1d)
HEP_00324600	NA
HEP_00299600	NA
HEP_00216000	Pfam:PF00643.24(zf-B_box)
HEP_00400500	NA
HEP_00426900	Pfam:PF01391.18(Collagen)
HEP_00504400	Pfam:PF01926.23(MMR_HSR1)
HEP_00479800	NA
HEP_00039600	NA
HEP_00302600	Pfam:PF02784.16(Orn_Arg_deC_N),Pfam:PF00278.22(Orn_DAP_Arg_deC),Pfam:PF01536.16(SAM_decarbox)
HEP_00532900	NA
HEP_00238200	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C),Pfam:PF00176.23(SNF2_N),Pfam:PF05887.11(Trypan_PARP)
HEP_00344900	NA
HEP_00417500	NA
HEP_00409200	NA
HEP_00514300	NA
HEP_00148500	NA
HEP_00129400	Pfam:PF07106.13(TBPIP)
HEP_00115800	Pfam:PF00225.23(Kinesin),Pfam:PF16796.5(Microtub_bd),Pfam:PF13599.6(Pentapeptide_4)
HEP_00499300	NA
HEP_00481800	Pfam:PF00076.22(RRM_1)
HEP_00054100	NA
HEP_00074200	Pfam:PF00439.25(Bromodomain)
HEP_00308300	NA
HEP_00170700	NA
HEP_00021100	Pfam:PF04000.15(Sas10_Utp3)
HEP_00110300	NA
HEP_00344500	NA
HEP_00450600	NA
HEP_00529300	NA
HEP_00000900	Pfam:PF07690.16(MFS_1)
HEP_00172300	NA
HEP_00014300	NA
HEP_00311200	Pfam:PF02201.18(SWIB)
HEP_00317300	NA
HEP_00338100	NA
HEP_00321800	NA
HEP_00383400	NA
HEP_00280800	NA
HEP_00466000	Pfam:PF04886.12(PT)
HEP_00193800	Pfam:PF00004.29(AAA)
HEP_00041700	Pfam:PF01590.26(GAF),Pfam:PF13185.6(GAF_2),Pfam:PF10507.9(TMEM65)
HEP_00109900	Pfam:PF01128.19(IspD)
HEP_00158100	NA
HEP_00421500	Pfam:PF00847.20(AP2)
HEP_00024500	NA
HEP_00297800	NA
HEP_00270700	NA
HEP_00407100	NA
HEP_00407300	NA
HEP_00294700	NA
HEP_00366400	Pfam:PF16093.5(PAC4)
HEP_00336300	NA
HEP_00395800	NA
HEP_00017800	NA
HEP_00081900	NA
HEP_00222300	Pfam:PF08773.11(CathepsinC_exc),Pfam:PF00112.23(Peptidase_C1)
HEP_00368200	NA
HEP_00060700	NA
HEP_00473500	NA
HEP_00282200	Pfam:PF04997.12(RNA_pol_Rpb1_1),Pfam:PF00623.20(RNA_pol_Rpb1_2),Pfam:PF04983.18(RNA_pol_Rpb1_3)
HEP_00329700	NA
HEP_00152000	NA
HEP_00533400	NA
HEP_00207000	Pfam:PF00995.23(Sec1)
HEP_00005200	NA
HEP_00464900	NA
HEP_00148000	Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6)
HEP_00419700	Pfam:PF00149.28(Metallophos)
HEP_00139800	NA
HEP_00394800	Pfam:PF07699.13(Ephrin_rec_like)
HEP_00143000	NA
HEP_00234000	Pfam:PF10181.9(PIG-H)
HEP_00322600	Pfam:PF01694.22(Rhomboid)
HEP_00076000	Pfam:PF08373.10(RAP)
HEP_00036300	NA
HEP_00220900	Pfam:PF13424.6(TPR_12)
HEP_00288400	Pfam:PF08142.12(AARP2CN)
HEP_00334000	Pfam:PF00928.21(Adap_comp_sub),Pfam:PF07382.11(HC2)
HEP_00442500	NA
HEP_00476000	NA
HEP_00161200	NA
HEP_00047300	NA
HEP_00369350	Pfam:PF02902.19(Peptidase_C48)
HEP_00314400	NA
HEP_00317000	Pfam:PF04597.14(Ribophorin_I)
HEP_00146100	NA
HEP_00243900	Pfam:PF08246.12(Inhibitor_I29),Pfam:PF00112.23(Peptidase_C1)
HEP_00349200	NA
HEP_00003400	Pfam:PF02181.23(FH2),Pfam:PF13424.6(TPR_12)
HEP_00211800	NA
HEP_00017000	Pfam:PF00233.19(PDEase_I)
HEP_00213400	Pfam:PF14327.6(CSTF2_hinge),Pfam:PF15861.5(partial_CstF),Pfam:PF00076.22(RRM_1)
HEP_00406200	NA
HEP_00027300	Pfam:PF16661.5(Lactamase_B_6)
HEP_00014100	Pfam:PF00566.18(RabGAP-TBC)
HEP_00225000	NA
HEP_00446000	NA
HEP_00186400	NA
HEP_00265100	NA
HEP_00361800	NA
HEP_00341900	NA
HEP_00469600	Pfam:PF00153.27(Mito_carr)
HEP_00155900	Pfam:PF00027.29(cNMP_binding)
HEP_00160800	NA
HEP_00201300	NA
HEP_00209800	Pfam:PF08773.11(CathepsinC_exc),Pfam:PF00112.23(Peptidase_C1)
HEP_00010200	NA
HEP_00343800	NA
HEP_00144700	Pfam:PF00106.25(adh_short),Pfam:PF13561.6(adh_short_C2),Pfam:PF08659.10(KR)
HEP_00123200	NA
HEP_00107100	Pfam:PF10338.9(DUF2423)
HEP_00418400	Pfam:PF00400.32(WD40)
HEP_00263500	Pfam:PF07218.11(RAP1)
HEP_00227100	Pfam:PF18590.1(IMP2_N)
HEP_00307900	Pfam:PF10469.9(AKAP7_NLS)
HEP_00305600	Pfam:PF11789.8(zf-Nse)
HEP_00377200	NA
HEP_00402700	Pfam:PF03517.13(Voldacs)
HEP_00299800	Pfam:PF04912.14(Dynamitin)
HEP_00234100	NA
HEP_00432400	Pfam:PF00642.24(zf-CCCH)
HEP_00101900	Pfam:PF00004.29(AAA),Pfam:PF01391.18(Collagen)
HEP_00330900	Pfam:PF07202.13(Tcp10_C)
HEP_00131400	NA
HEP_00172000	Pfam:PF13920.6(zf-C3HC4_3)
HEP_00033300	Pfam:PF00443.29(UCH),Pfam:PF13423.6(UCH_1)
HEP_00253400	NA
HEP_00430700	NA
HEP_00215400	Pfam:PF00009.27(GTP_EFTU),Pfam:PF11987.8(IF-2),Pfam:PF01926.23(MMR_HSR1)
HEP_00283100	Pfam:PF00026.23(Asp),Pfam:PF14543.6(TAXi_N)
HEP_00049300	Pfam:PF03493.18(BK_channel_a)
HEP_00173900	Pfam:PF03770.16(IPK)
HEP_00185100	Pfam:PF00134.23(Cyclin_N)
HEP_00109000	NA
HEP_00119700	Pfam:PF01027.20(Bax1-I)
HEP_00398700	Pfam:PF00498.26(FHA),Pfam:PF12906.7(RINGv),Pfam:PF16697.5(Yop-YscD_cpl)
HEP_00283900	NA
HEP_00296100	Pfam:PF14733.6(ACDC),Pfam:PF00847.20(AP2)
HEP_00325700	Pfam:PF01648.20(ACPS),Pfam:PF02130.17(UPF0054)
HEP_00528800	NA
HEP_00288700	Pfam:PF01612.20(DNA_pol_A_exo1)
HEP_00094500	Pfam:PF02985.22(HEAT)
HEP_00248100	NA
HEP_00190600	Pfam:PF04265.14(TPK_B1_binding),Pfam:PF04263.16(TPK_catalytic)
HEP_00290100	NA
HEP_00121900	NA
HEP_00087300	NA
HEP_00288600	NA
HEP_00235200	Pfam:PF00867.18(XPG_I),Pfam:PF00752.17(XPG_N)
HEP_00513300	NA
HEP_00436500	Pfam:PF00481.21(PP2C)
HEP_00037500	Pfam:PF04118.14(Dopey_N)
HEP_00082100	NA
HEP_00105300	NA
HEP_00206200	Pfam:PF00622.28(SPRY)
HEP_00489500	Pfam:PF01823.19(MACPF)
HEP_00313900	NA
HEP_00179700	Pfam:PF00069.25(Pkinase)
HEP_00430800	Pfam:PF08615.11(RNase_H2_suC)
HEP_00066500	Pfam:PF12430.8(ABA_GPCR)
HEP_00005800	NA
HEP_00123000	NA
HEP_00418800	NA
HEP_00251300	Pfam:PF00806.19(PUF)
HEP_00421900	NA
HEP_00102200	Pfam:PF04101.16(Glyco_tran_28_C)
HEP_00318000	Pfam:PF14997.6(CECR6_TMEM121)
HEP_00031100	Pfam:PF04427.18(Brix)
HEP_00012100	Pfam:PF03568.17(Peptidase_C50)
HEP_00321500	Pfam:PF01823.19(MACPF)
HEP_00154900	Pfam:PF13863.6(DUF4200)
HEP_00302700	NA
HEP_00096600	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C),Pfam:PF04886.12(PT),Pfam:PF16124.5(RecQ_Zn_bind),Pfam:PF09382.10(RQC)
HEP_00099800	NA
HEP_00043700	NA
HEP_00131700	NA
HEP_00351900	Pfam:PF04117.12(Mpv17_PMP22)
HEP_00488700	NA
HEP_00157200	Pfam:PF06705.11(SF-assemblin)
HEP_00457500	Pfam:PF04981.13(NMD3)
HEP_00312500	Pfam:PF05971.12(Methyltransf_10)
HEP_00043600	Pfam:PF04182.12(B-block_TFIIIC)
HEP_00199100	NA
HEP_00160600	Pfam:PF14733.6(ACDC),Pfam:PF00847.20(AP2)
HEP_00495800	NA
HEP_00024700	Pfam:PF01369.20(Sec7)
HEP_00012300	NA
HEP_00158800	Pfam:PF10104.9(Brr6_like_C_C)
HEP_00464500	NA
HEP_00428500	Pfam:PF09732.9(CactinC_cactus),Pfam:PF10312.9(Cactin_mid)
HEP_00502000	NA
HEP_00152300	Pfam:PF00004.29(AAA),Pfam:PF16193.5(AAA_assoc_2),Pfam:PF12002.8(MgsA_C)
HEP_00088600	NA
HEP_00467100	Pfam:PF16900.5(REPA_OB_2),Pfam:PF08646.10(Rep_fac-A_C),Pfam:PF01336.25(tRNA_anti-codon)
HEP_00197500	Pfam:PF07690.16(MFS_1)
HEP_00207900	NA
HEP_00041100	NA
HEP_00137200	Pfam:PF12430.8(ABA_GPCR),Pfam:PF12537.8(GPHR_N)
HEP_00002800	NA
HEP_00315900	NA
HEP_00177900	NA
HEP_00229700	Pfam:PF12251.8(zf-SNAP50_C)
HEP_00031300	NA
HEP_00174800	NA
HEP_00202100	Pfam:PF00415.18(RCC1),Pfam:PF13540.6(RCC1_2)
HEP_00044600	NA
HEP_00126400	NA
HEP_00459900	NA
HEP_00018200	NA
HEP_00267500	Pfam:PF09753.9(Use1)
HEP_00191800	Pfam:PF00004.29(AAA),Pfam:PF13191.6(AAA_16),Pfam:PF07724.14(AAA_2),Pfam:PF13401.6(AAA_22),Pfam:PF13479.6(AAA_24),Pfam:PF07728.14(AAA_5),Pfam:PF12775.7(AAA_7),Pfam:PF01695.17(IstB_IS21),Pfam:PF00910.22(RNA_helicase),Pfam:PF05496.12(RuvB_N),Pfam:PF06068.13(TIP49)
HEP_00405400	NA
HEP_00155800	Pfam:PF03416.19(Peptidase_C54)
HEP_00367900	Pfam:PF02732.15(ERCC4)
HEP_00010100	Pfam:PF12309.8(KBP_C)
HEP_00226700	Pfam:PF03159.18(XRN_N)
HEP_00364600	NA
HEP_00447800	Pfam:PF01652.18(IF4E)
HEP_00420400	Pfam:PF00076.22(RRM_1)
HEP_00200900	Pfam:PF09751.9(Es2)
HEP_00039000	Pfam:PF09749.9(HVSL)
HEP_00102100	Pfam:PF00226.31(DnaJ),Pfam:PF14308.6(DnaJ-X)
HEP_00032300	Pfam:PF03381.15(CDC50)
HEP_00281000	NA
HEP_00330100	NA
HEP_00273500	NA
HEP_00099600	NA
HEP_00478500	Pfam:PF07542.11(ATP12)
HEP_00116400	Pfam:PF01368.20(DHH),Pfam:PF02833.14(DHHA2)
HEP_00218850	NA
HEP_00222100	NA
HEP_00090100	NA
HEP_00437000	Pfam:PF07382.11(HC2)
HEP_00217600	Pfam:PF08701.11(GN3L_Grn1)
HEP_00035900	NA
HEP_00213200	Pfam:PF03378.15(CAS_CSE1)
HEP_00293000	Pfam:PF14764.6(SPG48)
HEP_00399000	Pfam:PF01391.18(Collagen)
HEP_00170900	NA
HEP_00306900	NA
HEP_00438700	Pfam:PF16589.5(BRCT_2),Pfam:PF06732.11(Pescadillo_N)
HEP_00280200	NA
HEP_00052900	Pfam:PF02421.18(FeoB_N),Pfam:PF00009.27(GTP_EFTU),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1),Pfam:PF12631.7(MnmE_helical)
HEP_00156800	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40)
HEP_00395300	Pfam:PF12895.7(ANAPC3)
HEP_00251600	Pfam:PF00464.19(SHMT)
HEP_00229400	NA
HEP_00283400	Pfam:PF00173.28(Cyt-b5)
HEP_00160100	NA
HEP_00190800	NA
HEP_00208600	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00403300	NA
HEP_00438100	Pfam:PF01694.22(Rhomboid)
HEP_00142600	Pfam:PF00432.21(Prenyltrans)
HEP_00409100	NA
HEP_00063500	NA
HEP_00193400	Pfam:PF06294.11(CH_2)
HEP_00109600	NA
HEP_00157500	NA
HEP_00325600	Pfam:PF01636.23(APH),Pfam:PF01163.22(RIO1),Pfam:PF09202.11(Rio2_N)
HEP_00055600	Pfam:PF03153.13(TFIIA)
HEP_00349300	Pfam:PF05542.11(DUF760)
HEP_00188700	Pfam:PF12947.7(EGF_3)
HEP_00440800	NA
HEP_00215800	Pfam:PF00782.20(DSPc)
HEP_00285300	NA
HEP_00055200	NA
HEP_00317500	Pfam:PF01728.19(FtsJ)
HEP_00427100	Pfam:PF07690.16(MFS_1),Pfam:PF03137.20(OATP),Pfam:PF00083.24(Sugar_tr)
HEP_00300700	NA
HEP_00097700	NA
HEP_00227900	Pfam:PF00702.26(Hydrolase),Pfam:PF08282.12(Hydrolase_3),Pfam:PF05116.13(S6PP)
HEP_00463500	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40)
HEP_00171100	Pfam:PF00233.19(PDEase_I)
HEP_00088700	Pfam:PF00211.20(Guanylate_cyc),Pfam:PF16212.5(PhoLip_ATPase_C)
HEP_00064300	Pfam:PF01823.19(MACPF)
HEP_00395900	NA
HEP_00348800	NA
HEP_00124600	Pfam:PF16213.5(DCB)
HEP_00332900	Pfam:PF03399.16(SAC3_GANP)
HEP_00178300	Pfam:PF00730.25(HhH-GPD)
HEP_00027500	Pfam:PF01823.19(MACPF)
HEP_00224100	Pfam:PF06978.11(POP1),Pfam:PF08170.12(POPLD)
HEP_00203700	Pfam:PF01248.26(Ribosomal_L7Ae)
HEP_00117900	NA
HEP_00183000	NA
HEP_00188600	NA
HEP_00219700	Pfam:PF09335.11(SNARE_assoc)
HEP_00082300	NA
HEP_00355700	Pfam:PF14769.6(CLAMP)
HEP_00097000	Pfam:PF01866.17(Diphthamide_syn)
HEP_00019700	NA
HEP_00118100	NA
HEP_00014800	Pfam:PF08145.12(BOP1NT)
HEP_00155200	Pfam:PF04190.13(DUF410)
HEP_00099400	Pfam:PF00076.22(RRM_1)
HEP_00175600	Pfam:PF02493.20(MORN)
HEP_00015800	Pfam:PF13414.6(TPR_11),Pfam:PF07719.17(TPR_2)
HEP_00105100	NA
HEP_00078600	Pfam:PF03178.15(CPSF_A)
HEP_00315100	NA
HEP_00360100	Pfam:PF00566.18(RabGAP-TBC)
HEP_00023600	Pfam:PF05983.11(Med7)
HEP_00233200	NA
HEP_00017200	NA
HEP_00005600	NA
HEP_00446700	Pfam:PF07228.12(SpoIIE)
HEP_00320800	Pfam:PF00778.17(DIX)
HEP_00132000	Pfam:PF12314.8(IMCp)
HEP_00516500	NA
HEP_00126000	NA
HEP_00012500	NA
HEP_00204500	NA
HEP_00081200	NA
HEP_00425000	Pfam:PF07885.16(Ion_trans_2)
HEP_00169300	Pfam:PF06148.11(COG2),Pfam:PF12022.8(DUF3510)
HEP_00197000	Pfam:PF15867.5(Dynein_attach_N)
HEP_00253200	Pfam:PF09649.10(CHZ)
HEP_00024900	Pfam:PF01239.22(PPTA)
HEP_00031800	NA
HEP_00088500	NA
HEP_00149800	Pfam:PF00230.20(MIP)
HEP_00409900	NA
HEP_00242800	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00250200	NA
HEP_00447100	Pfam:PF12314.8(IMCp)
HEP_00360000	NA
HEP_00193900	NA
HEP_00278300	NA
HEP_00367400	Pfam:PF15247.6(SLBP_RNA_bind)
HEP_00014900	Pfam:PF00076.22(RRM_1)
HEP_00221300	NA
HEP_00259600	NA
HEP_00068200	Pfam:PF12946.7(EGF_MSP1_1)
HEP_00302100	Pfam:PF00076.22(RRM_1)
HEP_00404600	Pfam:PF13516.6(LRR_6)
HEP_00059600	Pfam:PF04140.14(ICMT),Pfam:PF04191.13(PEMT)
HEP_00424400	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00191500	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00092000	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40),Pfam:PF16300.5(WD40_4)
HEP_00245200	NA
HEP_00069100	Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5)
HEP_00039200	NA
HEP_00129600	Pfam:PF08576.10(DUF1764)
HEP_00357700	Pfam:PF01485.21(IBR)
HEP_00117000	NA
HEP_00456900	Pfam:PF00036.32(EF-hand_1),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8)
HEP_00337600	Pfam:PF01743.20(PolyA_pol)
HEP_00288800	Pfam:PF01067.22(Calpain_III),Pfam:PF00648.21(Peptidase_C2)
HEP_00461100	NA
HEP_00229300	Pfam:PF00849.22(PseudoU_synth_2),Pfam:PF01479.25(S4)
HEP_00442900	Pfam:PF04707.14(PRELI)
HEP_00228300	Pfam:PF01040.18(UbiA)
HEP_00193500	NA
HEP_00508600	NA
HEP_00356800	Pfam:PF01163.22(RIO1)
HEP_00438600	Pfam:PF02207.20(zf-UBR)
HEP_00380900	Pfam:PF04712.12(Radial_spoke)
HEP_00078700	Pfam:PF18265.1(Nas2_N),Pfam:PF17820.1(PDZ_6)
HEP_00416700	Pfam:PF00857.20(Isochorismatase)
HEP_00116700	NA
HEP_00054800	NA
HEP_00291600	Pfam:PF01846.19(FF),Pfam:PF00397.26(WW)
HEP_00286200	NA
HEP_00334900	Pfam:PF00561.20(Abhydrolase_1),Pfam:PF12146.8(Hydrolase_4)
HEP_00313100	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr),Pfam:PF05403.11(Plasmodium_HRP)
HEP_00220000	NA
HEP_00042100	NA
HEP_00395000	NA
HEP_00291800	NA
HEP_00406600	NA
HEP_00301600	NA
HEP_00409400	Pfam:PF12799.7(LRR_4),Pfam:PF13855.6(LRR_8)
HEP_00067500	NA
HEP_00144300	NA
HEP_00475200	NA
HEP_00335000	Pfam:PF09429.10(Wbp11)
HEP_00043200	Pfam:PF10354.9(DUF2431)
HEP_00430100	NA
HEP_00006800	NA
HEP_00232100	Pfam:PF00249.31(Myb_DNA-binding)
HEP_00323500	NA
HEP_00284700	Pfam:PF00076.22(RRM_1)
